01,Pyramid Books
02,Berkley Publishing
04,Popular Library
05,DAW Books
06,Uncertain
07,Scholastic Books
105,Lulu.com
107,Cambridge University Press
111,Delmar
118,For Dummies
150,General Books, LLC
151,General Books, LLC
152,General Books, LLC
153,General Books, LLC
154,General Books, LLC
226,University of Chicago Press
449,O'Reilly
4000,Random House
4003,Thomas Nelson
4012,DC Comics
4013,Miramax Books
4020,Springer
4021,Adamant Media Corporation
4027,Sterling Publishing
4039,Palgrave Macmillan
4049,Columbia TriStar Home Entertainment
4051,Blackwell Publishing
4052,Egmont UK
4053,Dorling Kindersley
4054,Parragon
4055,Time Warner Audiobooks
4057,LexisNexis
4058,Pearson Education
4073,Archeopress
4081,John Wisden & Co.
4089,Harlequin
4099,Dodo Press
4102,University Press of the Pacificor, occasionally,Combat Studies InstituteandUSACGSS
4107,Authorhouse
4114,Spark Publishing
4120,Trafford
4127,Publications International
4128,Transaction Publishers
4129,SAGE Publications
4133,U.S. Government, Dept. of Interior
4134,Xlibris
4139,A.D. Vision, Inc.
4143,Tyndale
4157,Paramount Pictures/DreamWorks Animation
4158,LifeWay Press
4160,Saunders
4165,Simon & Schuster
4169,Simon & Schuster
4170,Universal Studios
4185,Thomas Nelson
4196,BookSurge
4198,Warner Bros. Entertainment
4200,CRC Press
4210,FUNimation Productions, Ltd.
4215,VIZ Media, LLC
4231,DisneyEditions
4244,IEEE
4248,Sony Picture Home Entertainment
4249,ServiceOntario?
4250,ReadHowYouWant
4253,Kessinger Publishing
4264,BiblioBazaar, now part ofAmazon.com
4268,Harlequin
4262,National Geographic Society
4278,TOKYOPOP Inc.
4288,Rico Publications
4292,W.H. Freemanand Company
4335,Crossway
4343,AuthorHouse
4351,Barnes & Noble
4354,Cengage Learning
4359,Sony Picture Home Entertainment
4377,Saunders
4384,State University of New York
4331,Peter Lang Publishing
4392,Booksurge Publishing
4398,Productivity Press
4399,Temple University Press
4419,Springer
4432,General Books, LLC
4438,Cambridge Scholars Publishing
4461,Lulu.com
4509,General Books, LLC
4516,Simon & Schuster
4590,General Books, LLC
4592,Harlequin
4635,Renown Publishing (via Create Space)
4644,Enslow Publishers, Inc.
4843,Tyndale House Publishers
4921,Create Space (via Amazon.com)
55022,ECW Press
55041,Fitzhenry & Whiteside Ltd.
55046,Boston Mill Press
55054,Douglas & McIntyre
55081,Breakwater Books Ltd.
55105,Lone Pine Publishing
55111,Broadview Press
55125,Van Well Publishing
55164,Black Rose Books
55166,MIRA;Harlequin
55186,Polestar Calendars Ltd.
55198,MapArt
55209,Firefly Books
55245,Coach House Books
55263,Key Porter Books
55267,Key Porter Books(Prospero Books)
55278,McArthur & Co
55285,Whitecap Books
55297,Firefly Books
55322,Captus Press
55380,Ronsdale Press
55407,Firefly Books
55444,Quality Special Products
55486,Canadian Cartographics Corporation
55488,Dundurn Press
55570,Neal-Schuman Publishers
55583,Alyson Books
55587,Lynne Rienner Publishers
55597,Graywolf Press
55615,Microsoft Press
55634,Steve Jackson Games, Inc.
55642,SLACK Incorporated
55652,A Cappella Book
55665,Fireside Bibles
55704,Newmarket Press
55725,Paraclete Press
55739,Blair and Associates
55742,Starmont House, Inc (also Borgo Press)
55748,Barbour Books
55778,Parragon House Publishers
55783,Applause Books
55788,HPBooks
55821,The Lyons Press
55832,The Harvard Common Press
55840,The Criterion Collection/Janus Films
55849,University of Massachusetts Press
55851,M&T Publishing
55852,National Press Publications
55890,Buena Vista Home Entertainment, Inc.
55902,Aerie Books Ltd.
55963,Island Press
56013,Olde Soldier Books
56039,Warner Home Video
56076,Wizards of the Coast
56085,Signature Books
56101,Cowley
56138,Courage Books
56145,Peachtree Publishers
56159,Macmillan
56205,New Riders
56219,Central Park Media
56239,ABDO Publishing Company
56261,Avalon Travel Publishing
56333,Masquerade Books; Rhinoceros Books; Rosebud Books
56367,Fairchild Books Inc.
56389,DC Comics
56456,Kessinger Publishing
56458,Dorling Kindersley
56476,Chariot Victor Publishing, now part ofDavid C. Cook
56512,Algonquin Books
56545,Music Educators National Conference
56548,New City Press
56563,Hendrickson Publishers
56567,AnimEigo
56591,Hollym International Corp.Hollym (publishing house)
56605,Rhino Home Video
56608,Meriweather Publishing
56686,Brady Games
56698,ACTEX Publications
56726,Management Concepts
56730,New Yorker Video
56821,Jason Aronson
56836,Kodanska International
56849,Buccaneer
56854,Liturgy Training Publications
56881,A. K. Peters
56929,Pastoral Press, now part ofOregon Catholic Press
56931,VIZ Media, LLC
56955,Charis Books
56975,Ulysses Press
56976,Chicago Review Press
56980,Barricade Books, Inc.
57008,Deseret Book
57032,Nozomi Entertainment/RightStuf!
57035,Sopris West Educational Services
57058,Ignatius Press
57075,Orbis Books
57141,Runaway Spoon Press
57230,Guildford Press
57231,Microsoft Press
57293,Discovery House Publishers
57322,Riverhead Books
57330,Epic Music Video
57387,Information Today, Inc
57455,USCCB Publishing
57482,Search Institute Press
57488,Potomac Books
57506,Eisenbrauns
57583,Twin Sisters
57610,The Coriolis Group
57673,Random House
57675,Berrett-Koehler Publishing
57731,New World Library
57766,Waveland Press, Inc.
57800,Software Sculptors
57805,Sierra Club Books
57813,A.D. Vision, Inc.
57856,Random House
57859,Visible Ink Press
57863,Weiser Books
57912,Black Dog & Leventhal Publishers
57918,Queenship Publishing Company
57954,Rodale
57965,Artisan
57989,Sirius Entertainment
57990,Lark Books
57992,Garratt Publishing
57999,GIA Publications
58005,Seal Press
58008,Ten Speed Press
58011,Creative Homeowner
58023,Jewish Lights Publishing
58042,Cardoza Publishing
58062,Adams Media Corporation
58083,Stampley
58115,Allworth Press
58134,Crossway Books
58194,Gleim Publications, Inc
58197,XAMonline
58234,Bloomsbury Publishing
58246,Tricycle Press
58322,Seven Stories Press
58330,Feldheim Publishers
58354,Bandai Entertainment
58367,Monthly Review Press
58388,Iconografix
58391,Psychology Press
58428,Amherst Media, U.S.
58450,Charles River Media
58459,World Library
58456,Oak Knoll Press
58465,University Press of New England
58488,Chapman and Hall/CRC
58542,Jeremy P. Tarcher
58595,Twenty-Third Publications
58617,Ignatius Press
58640,Holman Bible Publishers
58663,Spark Publishing
58664,Central Park Media
58713,Cisco Press
58761,Ten Speed Press
58817,Trimark Home Video
58829,Humana Press
58838,NewSouth Books
58939,Virtualbookworm Publishing
58948,Ersi Press
58971,DEJ Productions
58997,Tyndale
59028,William, James & Co
59038,Deseret Book
59052,Waterbrook Multnomah
59059,Apress
59078,Boyd's Mills Press
59116,VIZ Media, LLC
59145,Integrity Publishers, part ofThomas Nelson Publishers
59182,TOKYOPOP Inc.
59185,Charisma House
59223,Thunder Bay Press
59240,Gotham Books
59257,Alpha, part ofPenguin Group
59276,Our Sunday Visitor
59308,Barnes & Noble Classics
59317,Warner Press
59325,Word Among Us Press
59327,No Starch Press
59333,Gorgias Press
59376,Soft Skull
59385,The Guilford Press
59409,Bandai Entertainment Inc.
59417,Scepter Publishers
